"truesurface","",""
10.0543342612324,10.0765106602277,10.7502318233018
8.06535613519427,10.0774887176054,10.7595461561597
12.8110059439236,10.0800123798591,10.769776223239
10.915559812109,10.0824624660283,10.7807333163946
10.814883306938,10.0868264613895,10.792388979933
11.8068097222315,10.0871985664027,10.8047667562989
14.7885871117115,10.0868563780226,10.8178186340851
12.743782482381,10.0825523497008,10.8318598773773
12.2990961228588,10.0834337396031,10.8465136365311
11.9944967745436,10.0836797135258,10.8618221561877
9.94107009462512,10.0844416401806,10.8779053400519
8.86726637622671,10.0857373791995,10.8949920450777
11.1593548395821,10.085270754004,10.9131963929691
11.4990278846274,10.0840768121665,10.9331429258071
7.68987394769503,10.083340380698,10.9545682835896
6.59525616114512,10.0899879144548,10.9787374115234
8.65341727782795,10.0893789982129,11.0060797992366
12.3723524006792,10.0953683538782,11.038139641331
12.4179642837932,10.1077859519239,11.0737324352521
10.0594355383932,10.1440131820357,11.1194127345039
11.9502838319631,10.2225981608955,11.3427199389731
10.4232723963924,10.2516633220041,11.4086619267416
10.1075670000571,10.2746218063014,11.4877255356249
10.351047846659,10.2559339451314,11.593117146622
12.1488507132391,10.2409295463972,11.7180104685291
11.1624540545392,10.2511831106479,11.8825299779351
9.70911987389071,10.2747973458866,12.0944701567578
9.56397457071937,10.2902468484951,12.3835807060228
8.08802758814619,10.3316612566197,12.7638753331022
14.1637232462153,10.4592716652057,13.2970338725284
13.3369976001832,10.9795173117791,14.0871127302252
13.8357118381294,12.7335233483922,15.2123505648587
15.1167376189271,12.7704196786937,15.2597062310691
10.4345480548382,10.9750659636917,14.2040782219186
10.4615374087493,10.4971692720523,13.5193769238946
11.4086303644561,10.3221718800114,12.9908574670435
9.72559464813515,10.247806336276,12.5714549670865
9.9273028154064,10.2022928195363,12.2376457371708
6.95022107899896,10.1896717666537,11.9960517069456
7.98513956051764,10.16522331226,11.7905687062365
8.85239789482089,10.0789392804565,10.7395710704099
9.6735061847212,10.0843996571836,10.7485781421694
9.9723027296521,10.0909191838475,10.7587032090232
10.4171182825311,10.0942036697905,10.7696285329189
8.22058395461665,10.0981194043544,10.7812790750347
10.0696899558418,10.0962127767481,10.7935015144382
13.2884611053701,10.0944726645123,10.806413466922
10.3348538857464,10.088335992594,10.8196223330268
8.36971193291265,10.0941379496072,10.8332743170118
6.67169609801613,10.0911436088874,10.8472905480276
6.35386321262734,10.0905872697987,10.8616094846815
10.3547851429358,10.0919991992007,10.8762228924421
11.4139863677938,10.0936379250093,10.8916207510114
10.6365525361935,10.0960089477139,10.906924980623
6.87047350856708,10.0960349634059,10.9235277135832
5.93665158456881,10.0999131083293,10.9420194589315
8.51701777053364,10.0999819326538,10.9616876133976
10.3106888367892,10.104836308957,10.9840476408227
10.2216034186453,10.1164311525855,11.0129129063846
11.0749422677995,10.1484400168516,11.0446038833266
8.43658136105917,10.2420890093211,11.2565063400544
8.16342386172635,10.2845489936218,11.312675553469
13.0640294154671,10.3242312269303,11.3811305599685
10.8437065932257,10.3331231973311,11.4643859570118
11.8983344157985,10.3077462936835,11.5720682030694
12.4787179949114,10.3163657513856,11.7086182364816
10.0846702616408,10.3242078224059,11.8853852671752
6.6187614987922,10.3330055036279,12.1308492380011
5.82091841742595,10.3853170968027,12.4923297351949
13.0904459420211,10.5407792922115,13.0226298453991
12.3481462705032,11.0425049257531,13.7967227541311
13.2191102526254,12.4714916568594,14.8583624106222
13.9985503706595,12.7176948136782,14.9619069523527
12.239377961262,11.1443803881229,14.0327547634307
11.1299825061857,10.5651215819455,13.303677701979
8.10920930128099,10.3598210977903,12.7458222916596
11.5714748605332,10.2819837466582,12.3422324340713
9.36529548245307,10.258342962109,12.0218248066301
8.30968278810423,10.2395396043662,11.7785908212973
12.1511219128382,10.1892220134026,11.5863850888925
10.4020000526915,10.0779673304326,10.727643908492
14.3723193978088,10.0892967884739,10.7368375324933
9.52359377627904,10.0943345249086,10.7469086685459
7.7677392799007,10.0964058467792,10.7580265002179
6.00874320558354,10.0998068957967,10.7697493260189
8.06160759040624,10.0993991018326,10.7821182107154
9.94175086644532,10.0942302782459,10.7948408103248
11.4194784615137,10.0914180984591,10.8075962831754
