"mse_meld","mse_down"
0.94649165081878,0.949185510662348
0.876779286488438,0.888388945256359
0.856928226524912,0.848200423151969
0.8404952801582,0.948157043393721
0.927375937290225,0.95659881554456
0.871745303871981,0.886689870487957
0.903489141813708,0.928883858001053
0.886685042577224,0.955993860544797
0.857367230763697,0.910679829411998
0.957005248798244,0.990111468058603
0.955242230482325,0.980821746583828
0.897612340786573,0.925474998536986
0.92972370389857,1.01485827326408
0.943984962086386,0.957231999125481
0.904616643089819,0.923955939683
0.889481642785739,0.945898957445347
0.933701632246947,1.05783552095934
0.939718167180588,0.962323945513125
0.950101098564487,1.00983032362757
0.92262655905017,0.931653555127677
0.918155917711945,0.978069881863113
0.882081990654524,0.879888563051895
0.983783390391363,1.01797629825155
0.894703492794815,0.962176006276013
0.92365874787777,0.981532134263178
0.89564620612659,0.924733055718386
0.886986786412824,0.932689631056145
0.891337009356128,0.95225756073017
0.934357449561206,0.955425641178771
0.950795781812029,1.04395001551894
0.919069872037593,0.950926987151963
0.959152301525696,0.978652441416428
0.902957853071789,0.943738794942266
0.896400114068042,0.953058793243276
0.886822219917149,0.997908298998163
0.937533004875448,1.10304848655943
0.92462896656393,0.978167404210188
0.954793727644831,0.999598129575849
0.936207541443615,0.983285710839172
0.930660769472597,0.938286167388225
0.864460249755188,0.879848908501518
0.867610761058212,1.03985478069312
0.848197842317812,0.900646230067844
1.05585020561138,1.07206375847705
0.910186512600365,0.943490278242544
0.940329941187686,0.989227980036363
0.945744491946067,0.987956796722877
0.975635327209261,0.987398610382723
0.931007603338343,0.968188490213241
0.990687116388859,1.03714428165716
0.851686234563746,0.987426770485122
0.900048410075128,0.893828610807348
0.800406446558478,0.870814068770858
0.855181943253866,0.861632034409578
0.879888039560789,0.911096902541126
0.891619806584169,0.926396270450867
0.916985522378949,0.925104566883085
0.926752997603177,0.946056427344426
0.859478671946643,0.893265062958126
0.942920101648235,1.0308234393882
0.991035683337673,1.04070698703727
0.94552123317697,1.00271543574267
0.928452855811366,0.893706201557028
0.999653316898211,1.03581253111107
0.957235739025334,0.964237734088153
1.00173507681204,1.01440009974449
0.885058647878003,0.917617981806831
1.02862925101992,1.06203335071972
0.903010999704071,0.925466937630682
0.928470242631239,0.951700831935454
0.938991254869321,0.965935270550149
0.856634249426685,0.859365820127129
0.991474767010511,1.04349533465522
0.893404856300967,0.958144808930699
0.80623185694622,0.842664026786355
0.948831407431995,0.993334228369864
0.896835983295173,0.898019976339849
0.945168756328063,0.96958675085533
1.05411135227287,1.07009931220324
0.955651014882829,1.00405614884103
0.850819580984987,0.855131698115331
0.893753975145059,0.986904760676832
0.846901495292565,0.858544705632632
0.928387326811817,0.948663551019252
0.873210544492006,0.934603164887481
0.899861012287393,0.909115399904921
0.876295859584595,0.88916500315724
0.941099022557961,0.947240121926854
0.930870257076877,0.938621648861471
0.945669303149624,1.03665792879997
0.894668012319825,0.919020593551476
0.927546306928429,0.97045628210552
0.9603909000547,0.992493938210698
0.930989187754991,0.969863146537141
0.883900684811914,0.970174414924608
0.885146027545334,0.931304744639043
0.929674713346801,1.04793825421544
0.869774700648031,0.88317310896597
0.930721713404715,0.974581852878261
0.926464572356367,0.956214210770874
