"truesurface","",""
11.6362896479691,9.6005281652738,10.3152951978771
12.1503685162061,9.55179177375384,10.293946014012
5.50305509287476,9.59714850846985,10.2783726311726
6.54475984941013,10.3150982208359,10.3075071259163
11.7236975587985,11.9614843597662,12.2971681888508
13.8944108460373,13.5843219729484,13.6130339795086
13.8278644374535,12.6771860809962,12.2453638179734
8.53293478035342,11.2099757198024,11.7397923711191
6.6406440214024,9.81155528772628,10.1560387319236
10.2491480055335,9.16460475220986,9.34249061570562
10.205933210246,10.1440928638347,10.365700100139
7.36783600545233,10.4194748022857,10.3838504595842
9.27033788427475,10.5753528792429,10.8186976173143
10.1342533579405,10.6696808675724,10.7914344029814
9.81805929438549,10.7752196734204,10.7636101058171
11.6487494822896,10.9630286234632,10.7356791521918
12.8134224708856,11.2581347683636,12.0220691013781
10.991132553101,11.4843085503367,11.9955098441716
11.7982940677006,11.5060920011887,11.967744464044
9.87573238206202,11.1517117087951,11.9153756338969
8.8722067282363,10.4887585198223,10.6024451500838
9.17121855403575,10.010609328806,10.2133297963786
9.49760208337102,10.4050519472506,10.5712319839083
8.92164545043899,10.8068777735759,10.6575939298698
11.8701782178655,11.0060667066342,11.1924600314962
13.7426999799972,11.0989017492698,11.1656541029194
15.4576151239125,11.1619624880203,11.1380820770157
12.2040033976487,11.2204418637995,11.1090863064166
12.2727764805891,11.2844194732053,11.2257930633368
13.1957223075566,11.3308239836597,11.1875230097227
12.9682304253687,11.4339086937195,11.1733958641702
11.0337000769433,11.5172500119113,11.1530822473526
11.9961474143246,11.5319647211388,10.9503574595251
13.7270815979961,11.5799788721484,10.9573213930367
11.7951526056349,11.5289795733187,11.0110285892634
9.94881169258538,11.0290686170964,10.8193105262195
11.3761994648776,10.6256578285876,9.99143610116785
10.9396438335499,10.6315986159688,10.1395992067087
9.88347759262918,10.3642500402834,10.0143672462209
10.0568359080829,10.5296466253438,10.0430831101863
10.9220281212554,9.64829833409067,10.2235244240074
12.1886780432878,9.64260674431719,10.2685246976039
7.43454333938391,9.55462026071378,10.2824196421692
7.06493039668938,9.72196989903929,10.2615689172815
10.0730199306488,10.6649415881025,11.8210514377613
9.10954073746786,11.6215372701418,12.0171894060549
11.821360278338,12.3534056127565,12.5606962723087
10.5873873975,11.2042267155479,11.8317337435985
9.62001188790811,10.1161253664906,10.431918410745
8.65243126948288,9.85408760317723,10.323438708083
11.9327721143339,10.1284401302659,10.3884069830639
9.27901636958632,10.3178315887542,10.3858129044226
10.4026184742033,10.4114125866321,10.8135124340889
7.47529517803983,10.4931563650136,10.7856616053183
7.20050209257188,10.6148120072243,10.7517118014605
11.9491690628229,10.8732972405462,10.7083948349708
12.0069665830671,11.329422617418,12.0163721743428
12.4569728140746,11.6801334962313,12.0003034854873
12.4034401855314,11.8359870460585,11.9895256237752
12.956476437245,11.4161973858041,11.9343153707048
12.4231414597418,10.6562881419421,10.6708067118388
12.9678812163455,9.90883958440349,10.1442666214213
10.1341750586032,10.3443223979812,10.6205247982594
6.84543237799242,10.700519355499,10.6616539627434
8.43319834976232,10.9249213937467,11.1923516201256
12.2302910406632,11.0247657738083,11.1657295728577
15.1630432006822,11.0942827107994,11.1380167168053
13.2092950549486,11.120528565682,11.1076927760238
9.90800094681669,11.0348673406783,11.169857914977
9.8403362444865,10.8277227535193,10.7918153611069
13.798458975651,11.1781650614737,11.102444983132
13.7861541263813,11.4282765121297,11.1486032644434
12.2534183410902,11.4755847833455,10.9579320118649
12.2016655476357,11.5507792198664,11.106479842993
11.7359713941311,11.5667174501612,11.5972393056033
7.77591196780272,10.0783742386618,10.3189889942536
9.49666022053622,9.26564003474027,8.79966597055557
10.7458850201538,10.3017929531124,10.4576223536342
9.22414860021366,9.88252082063275,10.0793960809912
10.8003877333264,10.3390434924498,10.4037915779587
11.0120090484229,9.81790428934093,10.1135785384549
9.5414890981321,10.036464733759,10.2293376312894
9.75545887817178,9.75731587151277,10.302588873878
6.91930581013577,9.69234563646998,10.2493186047514
9.51984175004281,10.1206512028432,11.7196277769784
9.49754838126189,10.5978788464809,11.7302728644282
10.9854396933676,10.7946634300724,11.7437436155274
12.1225760727853,10.4164080952889,11.645650193363
12.444340529812,10.1066147413523,10.4732466533915
12.1378287604182,10.0592044998247,10.4384022308426
11.9473578081077,10.1405093701503,10.410720238191
10.5030093817573,10.2065420563533,10.3811133458417
12.3600303047386,10.1592669919058,10.779948317632
10.6774494256299,10.1592647369038,10.7394648311699
9.54906797321783,10.2933482605811,10.6872305534297
10.3120299340931,10.5207157534089,10.4559886340415
9.63394152475478,11.1715682085581,11.9892543686702
12.5652654994612,11.744012256539,12.0232696529823
11.7674850832153,12.2339976192026,12.122149855928
12.0077761681642,11.8130365128347,12.0125639306811
13.1545015615783,10.9685136759646,10.7258467081851
13.3557328534834,10.5526749022293,10.686036673853
11.5305546684118,10.5919221079205,10.6766902510079
9.294730394877,10.792934318194,10.665451392216
10.1793488681814,10.9920349024204,11.1931533513152
8.35982745156128,11.0814399213188,11.1659436645832
8.6909479971016,11.1143466831138,11.1379801904782
7.14740421624961,11.1070852849195,11.1060581292059
7.13652302467238,11.0133325927736,11.1794457399699
9.01553060286023,10.8884910094475,10.986347414032
10.9470877435852,11.1384555789851,11.1174540539912
11.2808011553448,11.3762203450966,11.147209877872
10.0386523505623,11.4389076864911,10.9495685640378
9.34133884946337,11.4382554091254,10.94699162638
11.5882974609542,11.1507843431896,10.9066446843798
11.7907780616165,10.2678902383468,10.5395820612453
9.43811172659115,9.50834721087842,9.36261125438909
9.1285857910062,9.84346978135389,9.96473680734974
7.49666208208115,10.0448540956269,10.0449526100639
10.0730067104013,10.6379076573391,10.5028951791744
12.7878878724765,9.76335893811345,10.3044859865185
11.0035826114891,9.83351378123366,10.2883111108657
7.32121233858864,9.70437171920827,10.2704324550332
7.97175310864181,9.70088988658274,10.2425572356956
11.333500337212,10.0534588350832,11.7024634383893
9.31551844155378,10.2928653670611,11.6786498795253
8.69479706648209,10.3045012716137,11.6511632284952
11.4576111802906,10.1501296171791,11.6208439147362
8.09358205139429,9.93701997260179,10.475900894914
11.0810485512801,9.94475195932701,10.4470769020739
12.2900489097683,10.0171094413316,10.4174699368307
9.93546633677647,10.0267935540909,10.3603757116969
11.4737674574429,9.60096989878269,10.4590430006256
6.3473787567449,9.15022722187402,9.74998621188836
7.706578521623,9.78617253397303,10.6616528648619
7.59749368023773,10.0795330081485,10.5982910432621
7.6930875421001,10.6746210714817,11.9971436343482
9.10644145226448,11.1953238615555,11.9052588629396
13.0781515845537,12.1724639349251,12.3637783678929
10.7553160662115,11.6804291871192,12.041420063396
11.6994321558017,11.0797065238525,10.7606029360841
10.0136140498176,10.9766875735001,10.7286435515178
13.1828743107489,10.9487457754356,10.6963983620057
12.4559231328266,10.9820995716269,10.6682571073197
8.13224513061271,11.1328257210856,11.1938186643197
6.71836631884484,11.2461369355036,11.1662910649167
9.87839605169833,11.2192358501302,11.1386111747142
8.60630317674011,11.1764941490097,11.1096750707234
9.39928152789525,11.1290477310081,11.2289293555665
11.9271256158536,11.0878675575148,11.1932318131067
12.2901679986831,11.1969265566242,11.1728713595854
13.0758375717983,11.3379801172182,11.1526911218763
11.4084204835781,11.5517780666842,10.9440999458526
12.3352602561875,11.6256514778171,10.9185419701287
12.5124082705878,11.5182512908493,10.8802459986275
10.5479768496074,11.2279256191692,10.8227616729387
10.8281456131826,10.9054163063821,9.97137373787279
11.5181495618961,11.2005028750552,9.9969250752247
12.1364900038116,11.2527859402705,9.99304898266187
10.675414654503,11.2449893676778,9.99072433466175
11.6362864697953,10.1374162974978,10.9335383627661
12.4273458194574,10.1204810814831,10.9066017515634
6.72681083887874,10.1249700984641,10.8806187106301
8.28209859488295,10.1468454169382,10.8536858830011
10.312401979732,10.2626482298438,10.915327856809
10.1918271841537,10.3509062341708,10.8883011501215
11.4963769886262,10.3245041363799,10.8606917566815
10.6857951125999,10.0778111307225,10.8325981128214
7.76429098199133,9.84589372877158,10.6292396972943
7.40095747249961,9.81970601087864,10.60111602807
11.7553826757801,9.90069814148225,10.5731372036344
8.42204333856344,9.97013953285214,10.5322389536156
10.4426537006089,9.79175498003749,9.95020161130004
7.20345438201939,9.25428153018212,9.60672244524901
7.48243515933227,9.52141870803941,10.0004249495732
5.7055695751455,9.78253167604898,10.0520862913146
11.412808892157,10.1539160198915,10.7402936747356
11.6084766697277,10.5445180435158,10.7019546069
11.0559687090376,10.7909993387901,10.6936252607659
6.37515221096666,10.9220079409318,10.6833828033754
8.32353794920843,11.157177444707,11.6601420110344
9.70414856460924,11.4345809875517,11.686348846281
12.4949440228366,11.2900674525,11.6034841945911
12.0146417293836,11.2412299143139,11.555220720191
11.1490645217397,11.3001847901189,11.5270860644724
11.9789344461884,11.3786816714326,11.4992698281559
13.4357553532153,11.3861619184716,11.4716842074268
13.1585001219448,11.315293808777,11.4439364155844
11.6900660353078,11.1153627707576,11.1878183284466
13.0797347909357,11.0215455044836,11.1606947922313
8.14222733492294,11.0799437359928,11.1346196198647
12.4613437460642,11.2618437491993,11.1084986790785
13.6286260820839,11.6266082882699,11.8120399675998
11.4858576554751,11.8523780240626,11.782990140523
12.0034264712733,11.8968708731044,11.7531908035103
11.7778924485144,11.8767439567917,11.7198075487412
13.0289667557112,11.9806903018944,12.0287087363007
14.4799702790318,12.1936232237337,11.9971456550956
11.440236502818,12.5587287876594,11.9852069254085
12.3698756289528,12.5786884173796,11.9684304708822
14.9502967718092,10.2549925258892,10.934539655568
12.1881727136281,10.2759204614491,10.9073054567351
8.61738670788701,10.3097001002265,10.8800852272776
7.55869128547585,10.3448229099614,10.8528722892423
9.22492258539689,10.3849147693506,10.9144255738012
11.6722684959057,10.4030151597371,10.8871463829447
10.2403145344789,10.3629719422379,10.8598014400541
12.2763467095462,10.1483205027576,10.832509124976
9.41243005953322,9.83964512702254,10.6300373621408
11.0993374195362,9.8165984517992,10.606822546129
10.0804677577744,9.97582956312269,10.5924205515745
9.97969649630815,10.1494024954082,10.5788709559036
11.162963324478,10.0658035110982,10.1260574007391
9.72539791714884,9.77965911674596,10.09278935729
10.9499657040263,9.65202943550102,10.0847167348589
9.92896306174342,9.72673700447234,10.0649919028544
13.1790026101169,10.0275199177006,10.7469124682693
13.5691104776295,10.2536755484659,10.7188121625725
9.01304893834712,10.4096273444767,10.6932308363019
7.02083349032903,10.6495952479616,10.6723588880168
8.85838509449374,11.2604793235214,11.7026174094705
12.201282271568,12.0921159285875,12.1175794702496
12.2698946452465,11.5298458371377,11.6393272739284
10.393170734945,11.3485773527613,11.5564402831207
11.7024935785742,11.389892170412,11.5274938607718
11.3457210868232,11.4575436654765,11.4996182402462
11.7801184898304,11.4640692859948,11.472072988357
10.8489045749044,11.3923075380354,11.4446648405525
11.5377969760907,11.1944408455215,11.1908875090644
11.2403090624054,11.0544101190944,11.1682558491196
9.04963699058148,11.1386418243429,11.1637305434579
9.92730125914542,11.320396408754,11.1361815757597
11.3309153219106,11.6121027904096,11.8212076017466
10.5444723157474,11.925856787393,11.7837954594666
10.7888053783769,12.0281196891148,11.7533570125439
11.989886093762,12.0587918222875,11.7156357871212
12.7016348179432,12.0856329307203,11.9855753421506
12.1728445032536,11.8275487417597,11.7064336471147
11.2630179438246,12.6511835459579,11.8935971906403
13.4704917141819,13.0208711133558,11.9614027391102
11.6242215269318,10.2791520121908,10.9345873746771
12.4997843732954,10.3108863993275,10.9071492655291
10.1895816486059,10.3457774168354,10.879779438468
7.16321505734696,10.3565880292058,10.852399654331
9.82735110287616,10.3735977466282,10.9138847734446
9.6761076260989,10.3758862496932,10.886616613639
8.40071898512902,10.3334022520353,10.8595213227946
11.2123520553753,10.1531456193676,10.8328873919835
9.80721325904854,9.85068591801117,10.6330597216315
9.67670830710809,9.93881346925584,10.6273451405892
9.93509418447269,10.419597293498,10.7035611103793
9.88101061265102,10.8233539739161,10.8732674163923
10.3384080727224,10.3457256013622,10.2234687269713
11.1910399254191,10.0530326870041,10.1267121325279
12.6978429976622,9.91510018841219,10.0950571434825
12.6010569136238,9.94584920534827,10.0680761423927
