"MSE","Model"
"0.417422955908108","Meld"
"0.399729133412902","Meld"
"0.444707948258156","Meld"
"0.292327194736779","Meld"
"0.389189701114861","Meld"
"0.463155513687749","Meld"
"0.449544323477033","Meld"
"0.34189572172039","Meld"
"0.393460579611547","Meld"
"0.372637741364694","Meld"
"0.284085645168472","Meld"
"0.333036150557137","Meld"
"0.370853119123196","Meld"
"0.380548695255838","Meld"
"0.420779514527318","Meld"
"0.291021514665051","Meld"
"0.337708691587219","Meld"
"0.355850700285807","Meld"
"0.369680876937449","Meld"
"0.465081557040811","Meld"
"0.425495735640383","Meld"
"0.538646422388678","Meld"
"0.447818302354159","Meld"
"0.352342350154424","Meld"
"0.289307940367075","Meld"
"0.407569418075573","Meld"
"0.354289793629718","Meld"
"0.27454109568925","Meld"
"0.426930324617777","Meld"
"0.31519134487949","Meld"
"0.379858960279817","Meld"
"0.258337280944489","Meld"
"0.30697240654408","Meld"
"0.361536035431286","Meld"
"0.352464476454826","Meld"
"0.280614915781631","Meld"
"0.290998245586777","Meld"
"0.383833919753431","Meld"
"0.32912711142409","Meld"
"0.307300500386376","Meld"
"0.362926872253818","Meld"
"0.405541485448966","Meld"
"0.333996053139947","Meld"
"0.287848073405433","Meld"
"0.361760540486983","Meld"
"0.272963705063066","Meld"
"0.392492933759567","Meld"
"0.366109166131069","Meld"
"0.459177543518691","Meld"
"0.351718752656742","Meld"
"0.317974210276816","Meld"
"0.345474306400529","Meld"
"0.331533414839655","Meld"
"0.29706153793178","Meld"
"0.390148844455069","Meld"
"0.308983969445422","Meld"
"0.431096721172032","Meld"
"0.447531066734033","Meld"
"0.495892853877862","Meld"
"0.332763714688063","Meld"
"0.341085280289966","Meld"
"0.385208707019157","Meld"
"0.370351246541252","Meld"
"0.386167152381598","Meld"
"0.363982502715297","Meld"
"0.412023269373248","Meld"
"0.398611701286604","Meld"
"0.385112790501299","Meld"
"0.377849264168905","Meld"
"0.386111863343049","Meld"
"0.557549034725139","Meld"
"0.317190288064933","Meld"
"0.501235666411575","Meld"
"0.303034173011865","Meld"
"0.382595589205668","Meld"
"0.363664083151548","Meld"
"0.301179235982415","Meld"
"0.309173654228188","Meld"
"0.337238634508422","Meld"
"0.378557988520816","Meld"
"0.422386139542251","Meld"
"0.388460155966206","Meld"
"0.353615559398024","Meld"
"0.376384993257354","Meld"
"0.382014399536788","Meld"
"0.368452468388768","Meld"
"0.311293120737019","Meld"
"0.448453090921441","Meld"
"0.499155324498741","Meld"
"0.448430278602961","Meld"
"0.43921182567715","Meld"
"0.32766630829687","Meld"
"0.315957721703995","Meld"
"0.421126008890083","Meld"
"0.350887428936941","Meld"
"0.357321660599782","Meld"
"0.24757588350187","Meld"
"0.492135499966807","Meld"
"0.290615289953473","Meld"
"0.276341463299233","Meld"
"0.594432771640306","Downscaler"
"0.605757238613963","Downscaler"
"0.453142414548967","Downscaler"
"0.495218697478769","Downscaler"
"0.537373455240195","Downscaler"
"0.719735831766949","Downscaler"
"0.464031803430907","Downscaler"
"0.413979944156381","Downscaler"
"0.552158306107246","Downscaler"
"0.553446200744959","Downscaler"
"0.392547821642732","Downscaler"
"0.429753724398343","Downscaler"
"0.398250631620358","Downscaler"
"0.608160411604795","Downscaler"
"0.496550345987879","Downscaler"
"0.512916032947083","Downscaler"
"0.463095417916749","Downscaler"
"0.516940656828373","Downscaler"
"0.414690370781624","Downscaler"
"0.913993167619753","Downscaler"
"0.5960912568389","Downscaler"
"0.598829861261843","Downscaler"
"0.708103417869837","Downscaler"
"0.492502793611072","Downscaler"
"0.417728990694571","Downscaler"
"0.606192918727106","Downscaler"
"0.404540316219855","Downscaler"
"0.452849898323355","Downscaler"
"0.627162639748045","Downscaler"
"0.491405126353164","Downscaler"
"0.875621084408144","Downscaler"
"0.41203819849121","Downscaler"
"0.331144899778574","Downscaler"
"0.70095759601153","Downscaler"
"0.492295216009738","Downscaler"
"0.293568468474191","Downscaler"
"0.635604810752257","Downscaler"
"0.503421850215201","Downscaler"
"0.877983970806017","Downscaler"
"0.442491545117758","Downscaler"
"0.482145336078791","Downscaler"
"0.508481491157005","Downscaler"
"0.410453938533269","Downscaler"
"0.387949809891801","Downscaler"
"0.522413671918899","Downscaler"
"0.435022730581027","Downscaler"
"0.490906535306654","Downscaler"
"0.725022635843044","Downscaler"
"0.694674583768652","Downscaler"
"0.538734891710745","Downscaler"
"0.388283588178429","Downscaler"
"0.49429906341973","Downscaler"
"0.361631080312423","Downscaler"
"0.53736569757576","Downscaler"
"0.485702450342386","Downscaler"
"0.365864853980203","Downscaler"
"0.620066391532864","Downscaler"
"0.714964587862121","Downscaler"
"0.578960974998781","Downscaler"
"0.358015092294295","Downscaler"
"0.58926552184424","Downscaler"
"0.565539904520791","Downscaler"
"0.773828039861361","Downscaler"
"0.661545654434155","Downscaler"
"0.552903004917119","Downscaler"
"0.569421846310043","Downscaler"
"0.588440717397086","Downscaler"
"0.434693703232987","Downscaler"
"0.457867610955948","Downscaler"
"0.500216795357249","Downscaler"
"0.668248223513198","Downscaler"
"0.61325392535644","Downscaler"
"0.538912117475555","Downscaler"
"0.324874355780362","Downscaler"
"0.543416321964817","Downscaler"
"1.07336982506087","Downscaler"
"0.390561814984663","Downscaler"
"0.910937831139085","Downscaler"
"0.400038575708052","Downscaler"
"0.522319800407198","Downscaler"
"0.489636842595697","Downscaler"
"0.536219715168602","Downscaler"
"0.536117689293371","Downscaler"
"0.543227223513705","Downscaler"
"0.937051538470603","Downscaler"
"0.593634531691763","Downscaler"
"0.429487974222569","Downscaler"
"0.547412362820552","Downscaler"
"0.625070507367195","Downscaler"
"0.51838790122584","Downscaler"
"0.657637710546928","Downscaler"
"0.40342735821503","Downscaler"
"0.542835484716405","Downscaler"
"0.563870436377298","Downscaler"
"0.579520704051708","Downscaler"
"0.606559322323988","Downscaler"
"0.368074315891721","Downscaler"
"0.733171501972787","Downscaler"
"0.3636745639507","Downscaler"
"0.627579208889131","Downscaler"
