"MSE","Model"
"0.472697908201464","Meld"
"0.588324014981872","Meld"
"0.548448972853766","Meld"
"0.609233749172235","Meld"
"0.684597456952753","Meld"
"0.668933723670988","Meld"
"0.656761066279134","Meld"
"0.628265381838318","Meld"
"0.64581599786146","Meld"
"0.54600441114134","Meld"
"0.588875310548907","Meld"
"0.575743331474423","Meld"
"0.702651928317216","Meld"
"0.656947761700954","Meld"
"0.698563852260511","Meld"
"0.850527130968221","Meld"
"0.651044401514783","Meld"
"0.646809233122317","Meld"
"0.703176302489144","Meld"
"0.870639549747982","Meld"
"0.529698209377092","Meld"
"0.827817884022586","Meld"
"1.00735340120361","Meld"
"0.714720750953588","Meld"
"0.889595736977106","Meld"
"0.968863639072869","Meld"
"0.736298465526468","Meld"
"0.436471212809506","Meld"
"0.688952263328983","Meld"
"0.609912669656374","Meld"
"0.865250900855267","Meld"
"0.558800753682689","Meld"
"0.538526444864452","Meld"
"0.574591014031751","Meld"
"0.586176300843117","Meld"
"0.64016735432542","Meld"
"0.542188226039281","Meld"
"0.668356764440968","Meld"
"0.692786341850341","Meld"
"0.849258851569251","Meld"
"0.536615789098669","Meld"
"0.955635583227582","Meld"
"0.978354330023508","Meld"
"0.483636457061537","Meld"
"0.647120876112485","Meld"
"0.556550665983704","Meld"
"0.527621175046977","Meld"
"0.813424489173111","Meld"
"0.67116068464644","Meld"
"0.685544771411599","Meld"
"0.791305348796899","Meld"
"0.813252734829698","Meld"
"0.873131042227558","Meld"
"0.497447257863291","Meld"
"0.716413291351083","Meld"
"1.0236965090226","Meld"
"0.700968006790729","Meld"
"0.746638679736005","Meld"
"0.883602455615558","Meld"
"0.686251358683673","Meld"
"0.730232689062248","Meld"
"0.483677540486958","Meld"
"0.762960208594663","Meld"
"0.792157292385107","Meld"
"0.694013903081715","Meld"
"0.783402790706313","Meld"
"0.507239001668569","Meld"
"0.565668419174452","Meld"
"0.685012511348416","Meld"
"0.571158296380609","Meld"
"0.879895070052324","Meld"
"0.501691288669099","Meld"
"0.651332788955623","Meld"
"0.500928929304411","Meld"
"0.61616209279923","Meld"
"0.891136842784067","Meld"
"1.06636702605303","Meld"
"0.525725906347685","Meld"
"0.792530211981865","Meld"
"0.591218664627381","Meld"
"0.688712255390766","Meld"
"0.832948944163543","Meld"
"0.920207837277628","Meld"
"0.632354749988","Meld"
"0.794914911674325","Meld"
"0.916924212628121","Meld"
"0.800813718990371","Meld"
"0.638365678854107","Meld"
"0.634480879205526","Meld"
"0.810067860072615","Meld"
"1.08789533810679","Meld"
"0.662246778030353","Meld"
"0.908831260356044","Meld"
"1.17454933083994","Meld"
"0.624707908516411","Meld"
"0.907750409984349","Meld"
"0.879295472344469","Meld"
"0.645490475795105","Meld"
"0.634940144018782","Meld"
"0.727102526819393","Meld"
"1.01486477420195","Downscaler"
"0.921785024859266","Downscaler"
"1.0842683437671","Downscaler"
"0.811548317303152","Downscaler"
"1.59219153680494","Downscaler"
"0.907715713904038","Downscaler"
"0.934606822442642","Downscaler"
"0.820815031700321","Downscaler"
"0.741627138941359","Downscaler"
"0.696678268893177","Downscaler"
"0.704625287222388","Downscaler"
"0.964658677867793","Downscaler"
