"MSE","Model"
"3.51934590671699","Meld"
"3.62293487923456","Meld"
"3.64275390828309","Meld"
"3.61675008770101","Meld"
"3.51783374095233","Meld"
"5.32811809403169","Meld"
"3.83566855572657","Meld"
"3.41708127861179","Meld"
"3.71100758472599","Meld"
"3.57632300599878","Meld"
"3.46803004874522","Meld"
"3.47558927764897","Meld"
"3.67206847780486","Meld"
"3.8160133847559","Meld"
"3.5518521575007","Meld"
"3.32584863816967","Meld"
"5.50869960358723","Meld"
"3.72449110631218","Meld"
"3.43849322953056","Meld"
"3.27700058165671","Meld"
"3.61393259783895","Meld"
"3.63404887147901","Meld"
"3.28813814403217","Meld"
"3.5859912771191","Meld"
"3.72752909335963","Meld"
"3.41833168938891","Meld"
"3.67309472083098","Meld"
"3.42200717293257","Meld"
"5.56374162055352","Meld"
"3.66188978845261","Meld"
"3.55636592076509","Meld"
"3.51921661626285","Meld"
"3.64468762497529","Meld"
"3.46338849589705","Meld"
"3.51566056215704","Meld"
"3.80195436186086","Meld"
"5.27056954125226","Meld"
"3.7656334710939","Meld"
"3.69784694781012","Meld"
"3.64100292277443","Meld"
"3.597080823661","Meld"
"3.53800484751131","Meld"
"3.61223716767867","Meld"
"3.67744744446782","Meld"
"3.65096098909362","Meld"
"3.47848203797717","Meld"
"3.62117749263476","Meld"
"3.48656114857875","Meld"
"3.48331527736681","Meld"
"3.59456122195178","Meld"
"3.58424501235671","Meld"
"3.39647249473772","Meld"
"3.58808653663434","Meld"
"3.6428619221066","Meld"
"3.46992096841824","Meld"
"3.69404696180188","Meld"
"3.50302779079878","Meld"
"3.57538174847227","Meld"
"3.51639218948253","Meld"
"3.57515620774991","Meld"
"3.59826898725336","Meld"
"3.65994994026475","Meld"
"3.59278482147447","Meld"
"3.39829359628934","Meld"
"3.53459774428326","Meld"
"3.55176432202682","Meld"
"3.60240332348481","Meld"
"3.79167592530233","Meld"
"3.6719397211394","Meld"
"3.7478463105536","Meld"
"3.83592273283887","Meld"
"3.41706464821534","Meld"
"3.50054183404749","Meld"
"3.55155583961601","Meld"
"3.61084290095411","Meld"
"3.61688504646337","Meld"
"3.54929520775807","Meld"
"3.41757778808502","Meld"
"3.55492167323743","Meld"
"3.45998854006723","Meld"
"3.73301632940486","Meld"
"3.37845116607535","Meld"
"3.63749122309018","Meld"
"3.50515319708761","Meld"
"4.87863222819962","Meld"
"3.55298812597191","Meld"
"3.53104930225337","Meld"
"3.63883196435288","Meld"
"3.63728456863067","Meld"
"3.57810004286795","Meld"
"3.54818411321174","Meld"
"3.62931404163755","Meld"
"3.56682360805007","Meld"
"3.34760799832936","Meld"
"3.5809675009158","Meld"
"3.56086643697975","Meld"
"3.48230923333761","Meld"
"3.63820161165356","Meld"
"3.60258395822658","Meld"
"3.51887824496153","Meld"
"6.85011729709519","Downscaler"
"7.99619279922327","Downscaler"
"7.21991423138558","Downscaler"
"7.40576424002308","Downscaler"
"8.78034775145733","Downscaler"
"9.72909520904239","Downscaler"
"8.498889146145","Downscaler"
"7.53696015199164","Downscaler"
"7.45938186061896","Downscaler"
"7.58640039686279","Downscaler"
"7.35065278682548","Downscaler"
"7.32510494621142","Downscaler"
"6.75972951466269","Downscaler"
"6.17639665638091","Downscaler"
"6.6540066191403","Downscaler"
"7.25620278401383","Downscaler"
"8.0399306850473","Downscaler"
"7.50170021686303","Downscaler"
"6.1737123826215","Downscaler"
"6.329139851733","Downscaler"
"7.00200334763128","Downscaler"
"7.4792246887536","Downscaler"
"5.74825881705714","Downscaler"
"7.37880301996192","Downscaler"
"7.35918283808687","Downscaler"
"7.2656703976126","Downscaler"
"6.90340974888791","Downscaler"
"6.61260522984231","Downscaler"
"8.59123545825108","Downscaler"
"8.19297870718293","Downscaler"
"6.95693944039231","Downscaler"
"7.75664941992998","Downscaler"
"6.15900842510238","Downscaler"
"6.32175946036504","Downscaler"
"7.57554270725374","Downscaler"
"8.58480920607835","Downscaler"
"8.2188139859957","Downscaler"
"7.10415001881263","Downscaler"
"7.40808286675889","Downscaler"
"7.57550976648063","Downscaler"
"9.43928557210006","Downscaler"
"6.36913429001342","Downscaler"
"7.80127157825697","Downscaler"
"8.34511970306728","Downscaler"
"5.70420288708134","Downscaler"
"7.06699408910676","Downscaler"
"9.69388416275335","Downscaler"
"5.63268860898169","Downscaler"
"8.61999061601826","Downscaler"
"8.55336557423754","Downscaler"
"6.78570068106729","Downscaler"
"6.46565041377099","Downscaler"
"7.6656967980288","Downscaler"
"8.14814932391801","Downscaler"
"7.49679035028958","Downscaler"
"7.08760059049185","Downscaler"
"7.02189239422448","Downscaler"
"6.85225732372091","Downscaler"
"6.71015426459743","Downscaler"
"6.21919859298137","Downscaler"
"7.02929276072066","Downscaler"
"6.76331280729933","Downscaler"
"7.79558702511978","Downscaler"
"7.40935130094456","Downscaler"
"7.23256194185278","Downscaler"
"7.22422136364565","Downscaler"
"7.64464423419738","Downscaler"
"6.93754029676814","Downscaler"
"9.42723454063835","Downscaler"
"6.78650124578752","Downscaler"
"7.90117572044007","Downscaler"
"8.53230639879617","Downscaler"
"6.82642784163668","Downscaler"
"7.23816675061865","Downscaler"
"7.58504579553981","Downscaler"
"7.79213771507913","Downscaler"
"6.30129566002324","Downscaler"
"7.82409023288453","Downscaler"
"6.69122674888941","Downscaler"
"7.17207394270076","Downscaler"
"5.3397396014412","Downscaler"
"8.37636679350718","Downscaler"
"7.01486435562084","Downscaler"
"7.33670167393562","Downscaler"
"6.92276234856347","Downscaler"
"6.01099041152081","Downscaler"
"6.22242368473044","Downscaler"
"7.14243333775748","Downscaler"
"8.16093477940113","Downscaler"
"7.47459212816708","Downscaler"
"6.14494553809355","Downscaler"
"8.36491309313489","Downscaler"
"7.66669043092321","Downscaler"
"6.26567063010896","Downscaler"
"8.12624381970868","Downscaler"
"7.43215634079465","Downscaler"
"6.7275463659817","Downscaler"
"8.12561272782043","Downscaler"
"6.42594435293758","Downscaler"
"5.45549064244029","Downscaler"
