"MSE","Model"
"0.94454297824657","Meld"
"0.973518689215002","Meld"
"1.0560151701052","Meld"
"1.07260568532921","Meld"
"1.34308795845654","Meld"
"1.06298983162902","Meld"
"1.07931921019575","Meld"
"1.26055648608419","Meld"
"1.07820731406361","Meld"
"1.19501053318704","Meld"
"1.18003678143895","Meld"
"1.03790027023847","Meld"
"1.14358962402618","Meld"
"1.12248805701533","Meld"
"1.03422681650679","Meld"
"1.03571435041298","Meld"
"1.02347615707172","Meld"
"1.21020322284857","Meld"
"1.00769645250319","Meld"
"1.17733930438216","Meld"
"1.11819408710042","Meld"
"1.18879399015651","Meld"
"1.28493576178431","Meld"
"1.10561912612744","Meld"
"1.1226940727825","Meld"
"0.972908272112426","Meld"
"1.05418396136603","Meld"
"0.962825796447599","Meld"
"1.00791408844151","Meld"
"0.977636829063096","Meld"
"0.947132402819379","Meld"
"1.15361243712617","Meld"
"1.07801849316401","Meld"
"1.12509486303553","Meld"
"1.07689454376295","Meld"
"1.07362908994684","Meld"
"1.34585757390088","Meld"
"0.975482650226693","Meld"
"1.24938437006349","Meld"
"1.03028707168728","Meld"
"1.33651659929891","Meld"
"1.24250711979291","Meld"
"1.02160875355111","Meld"
"0.991702097642183","Meld"
"1.09511189144548","Meld"
"1.09640560042042","Meld"
"1.11461456821308","Meld"
"1.22817279058177","Meld"
"1.03158092222139","Meld"
"1.20220410849882","Meld"
"1.12499985047496","Meld"
"1.02230730020268","Meld"
"1.22132166457667","Meld"
"1.12876990052547","Meld"
"0.994791975005667","Meld"
"1.004395946867","Meld"
"1.21176255071335","Meld"
"1.07184964960875","Meld"
"1.06408632947772","Meld"
"1.02785307050209","Meld"
"1.2250449511597","Meld"
"0.959253841572296","Meld"
"1.00830749052817","Meld"
"1.15100787906012","Meld"
"1.18939971839422","Meld"
"1.01949451463344","Meld"
"1.25333459405769","Meld"
"0.938660317688104","Meld"
"1.04633819033406","Meld"
"0.97025392760402","Meld"
"1.07992298640836","Meld"
"1.18726180350554","Meld"
"0.975480275226078","Meld"
"1.00695092975012","Meld"
"0.995999873194228","Meld"
"1.06125170512886","Meld"
"1.24979838788432","Meld"
"1.06766907810184","Meld"
"1.23159583107521","Meld"
"1.31522335227176","Meld"
"1.11817443484392","Meld"
"1.24663724245627","Meld"
"1.5098921465378","Meld"
"1.09054627069676","Meld"
"1.18299387717272","Meld"
