"MSE","Model"
"0.114243331711347","Meld"
"0.0794119804157204","Meld"
"0.0964070728526613","Meld"
"0.0776364424213447","Meld"
"0.0940576904303893","Meld"
"0.0817368677574798","Meld"
"0.0816493124804852","Meld"
"0.0680224671371072","Meld"
"0.0829614493434885","Meld"
"0.076500773341125","Meld"
"0.0688280609089229","Meld"
"0.0982578964841876","Meld"
"0.087528988893006","Meld"
"0.0743298486825336","Meld"
"0.0936183571037927","Meld"
"0.0886579685835722","Meld"
"0.0788248719143847","Meld"
"0.0916630476629574","Meld"
"0.0878118818567461","Meld"
"0.0657657126609475","Meld"
"0.0999440843978432","Meld"
"0.0821161893194138","Meld"
"0.0837834551555249","Meld"
"0.0707131094159079","Meld"
"0.0710318210030029","Meld"
"0.0852103807644695","Meld"
"0.0985463122680812","Meld"
"0.0692285216623113","Meld"
"0.0781471446061736","Meld"
"0.070420865454362","Meld"
"0.0986639948185358","Meld"
"0.0968916159687832","Meld"
"0.0887066550164579","Meld"
"0.0954291949108393","Meld"
"0.075626482905392","Meld"
"0.0825790878936154","Meld"
"0.0724932710456822","Meld"
"0.0983588267815211","Meld"
"0.0700049590082003","Meld"
"0.0770178548721759","Meld"
"0.0833572191482268","Meld"
"0.0912383681055462","Meld"
"0.0931649020951884","Meld"
"0.0777064198690934","Meld"
"0.0783128478267658","Meld"
"0.0850039283849851","Meld"
"0.0801273864968597","Meld"
"0.0857212068850579","Meld"
"0.0964180264592507","Meld"
"0.0628116949455679","Meld"
"0.0763874629243822","Meld"
"0.080309246877231","Meld"
"0.0879598738600181","Meld"
"0.0998920176407345","Meld"
"0.077455414945656","Meld"
"0.0749269516064153","Meld"
"0.0825595612267684","Meld"
"0.0789302374708434","Meld"
"0.0779335660630034","Meld"
"0.0888470281760695","Meld"
"0.0903766958501808","Meld"
"0.0839962174445385","Meld"
"0.0854436977274451","Meld"
"0.0840255605868446","Meld"
"0.0800459376032477","Meld"
"0.0705795905521441","Meld"
"0.089982261307255","Meld"
"0.0723142106649107","Meld"
"0.0684001646721247","Meld"
"0.0831876797236769","Meld"
"0.0750231934498384","Meld"
"0.0754793611580864","Meld"
"0.077639830428814","Meld"
"0.0780767082604127","Meld"
"0.0990005964978807","Meld"
"0.071071207594254","Meld"
"0.0917631118551422","Meld"
"0.0870909139836788","Meld"
"0.0770477575751739","Meld"
"0.0699031705031439","Meld"
"0.0904948062730443","Meld"
"0.0680752945272774","Meld"
"0.0842894747548484","Meld"
"0.0827549516945205","Meld"
"0.090669390179374","Meld"
"0.0849076230717001","Meld"
"0.087499071337708","Meld"
"0.0934226252842605","Meld"
"0.0816752565759288","Meld"
"0.0715957730415096","Meld"
"0.0843217387434374","Meld"
"0.0760032671834283","Meld"
"0.078339256984407","Meld"
"0.0744172835402099","Meld"
"0.0896469972647792","Meld"
"0.0808420286624091","Meld"
"0.0789497594533417","Meld"
"0.0793946087908464","Meld"
"0.0782555987021923","Meld"
"0.0948911010254491","Meld"
"0.232496170795791","Downscaler"
"0.295864421307961","Downscaler"
"0.226966891569864","Downscaler"
"0.184520580240924","Downscaler"
"0.296300039630762","Downscaler"
"0.34266317154597","Downscaler"
"0.235753035386143","Downscaler"
"0.418637353483067","Downscaler"
"0.306631101415485","Downscaler"
"0.308733216744972","Downscaler"
"0.233622498919217","Downscaler"
"0.285979646184225","Downscaler"
"0.238319389082315","Downscaler"
"0.217068669741049","Downscaler"
"0.388912157627278","Downscaler"
"0.445230302446613","Downscaler"
"0.420988095496782","Downscaler"
"0.404916014306981","Downscaler"
"0.220136288003016","Downscaler"
"0.221340897026176","Downscaler"
"0.266319640274133","Downscaler"
"0.223586273847468","Downscaler"
"0.228698333551561","Downscaler"
"0.253190358217926","Downscaler"
"0.362828573772094","Downscaler"
"0.365510015431547","Downscaler"
"0.22746684816734","Downscaler"
"0.267921791729128","Downscaler"
"0.25738744909606","Downscaler"
"0.265432860526864","Downscaler"
"0.243231333307733","Downscaler"
"0.293414835603222","Downscaler"
"0.334774847303558","Downscaler"
"0.222143705594335","Downscaler"
"0.315741543311999","Downscaler"
"0.346613225415889","Downscaler"
"0.296920182582958","Downscaler"
"0.243649468221757","Downscaler"
"0.213516689310905","Downscaler"
"0.299475243904177","Downscaler"
"0.250006943509092","Downscaler"
"0.427296436091213","Downscaler"
"0.237973588642032","Downscaler"
"0.350378138504833","Downscaler"
"0.277534159893864","Downscaler"
"0.214929026654893","Downscaler"
"0.278560819539228","Downscaler"
"0.809023104980091","Downscaler"
"0.269526907313679","Downscaler"
"0.500382467377739","Downscaler"
"0.181062340844121","Downscaler"
"0.213923775021566","Downscaler"
"0.28929891712105","Downscaler"
"0.267380381382019","Downscaler"
"0.304896931128898","Downscaler"
"0.261653759907822","Downscaler"
"0.275595172564882","Downscaler"
"0.38254143889084","Downscaler"
"0.245017295858092","Downscaler"
"0.267030246722836","Downscaler"
"0.231449967599065","Downscaler"
"1.07216585332571","Downscaler"
"0.245592245181553","Downscaler"
"0.222091844043827","Downscaler"
"0.298920400420033","Downscaler"
"0.258039926043012","Downscaler"
"0.303005698957292","Downscaler"
"0.235403045553656","Downscaler"
"0.251129433015395","Downscaler"
"0.337662613508854","Downscaler"
"0.260769040581901","Downscaler"
"0.277939649727359","Downscaler"
"0.229509598114834","Downscaler"
"0.434430537490532","Downscaler"
"0.520988409123772","Downscaler"
