"MSE","Model"
"0.311479430092066","Meld"
"0.203159594716684","Meld"
"0.330548231595074","Meld"
"0.251845168589498","Meld"
"0.201493192470296","Meld"
"0.342654417115173","Meld"
"0.227430767150492","Meld"
"0.172815901882359","Meld"
"0.209129194724161","Meld"
"0.24650301688243","Meld"
"0.348667822372537","Meld"
"0.198036311043875","Meld"
"0.244450167397848","Meld"
"0.191500061518104","Meld"
"0.226452975813826","Meld"
"0.177072707027591","Meld"
"0.201409335360776","Meld"
"0.257670592501499","Meld"
"0.264248748375708","Meld"
"0.313430392946014","Meld"
"0.188054238414329","Meld"
"0.227802596861348","Meld"
"0.215505130741712","Meld"
"0.223660200051388","Meld"
"0.204219439872797","Meld"
"0.258413560341515","Meld"
"0.326355236022172","Meld"
"0.239240257932113","Meld"
"0.266228665101902","Meld"
"0.285296332486667","Meld"
"0.266901345556445","Meld"
"0.190903349918045","Meld"
"0.152306101474103","Meld"
"0.294139343203577","Meld"
"0.207485092836424","Meld"
"0.228226046947419","Meld"
"0.160967038903053","Meld"
"0.240058402435205","Meld"
"0.18852357894861","Meld"
"0.222743821180117","Meld"
"0.189350655678888","Meld"
"0.259987774075194","Meld"
"0.23037539609065","Meld"
"0.230367168511528","Meld"
"0.261814148970412","Meld"
"0.236136061155775","Meld"
"0.297918134147726","Meld"
"0.39679915771156","Meld"
"0.210037390908381","Meld"
"0.290364405309722","Meld"
"0.221953441154102","Meld"
"0.222045816432662","Meld"
"0.155546244919318","Meld"
"0.208463811402111","Meld"
"0.192107125228304","Meld"
"0.238861419001098","Meld"
"0.226731391988877","Meld"
"0.17328585402691","Meld"
"0.255402476305019","Meld"
"0.174568314863056","Meld"
"0.201453883850345","Meld"
"0.205223827683838","Meld"
"0.213509849166776","Meld"
"0.277811043484667","Meld"
"0.180857458110844","Meld"
"0.251195457771023","Meld"
"0.26532232422763","Meld"
"0.257099071044285","Meld"
"0.290727089068071","Meld"
"0.240968953151254","Meld"
"0.337388083167084","Meld"
"0.20067551080202","Meld"
"0.220709619308353","Meld"
"0.288836398803663","Meld"
"0.291504177583189","Meld"
"0.24519196095693","Meld"
"0.175835050665779","Meld"
"0.207021924037174","Meld"
"0.355015425430365","Meld"
"0.189257923897613","Meld"
"0.250289195351167","Meld"
"0.201881899406777","Meld"
"0.20459718266249","Meld"
"0.24730010630138","Meld"
"0.256865082524041","Meld"
"0.235619092139818","Meld"
"0.269760620313234","Meld"
"0.188945290828921","Meld"
"0.201958965094308","Meld"
"0.259263569313559","Meld"
"0.279377078460396","Meld"
"0.220386516429022","Meld"
"0.301796501704269","Meld"
"0.441089451460397","Meld"
"0.179652460174233","Meld"
"0.331783536912049","Meld"
"0.251261931666247","Meld"
"0.189376288609479","Meld"
"0.307109260345874","Meld"
"0.30646569296505","Meld"
"0.489785938549369","Downscaler"
"0.322979138820409","Downscaler"
"0.450242860120225","Downscaler"
"0.328946408860837","Downscaler"
"0.229998921406286","Downscaler"
"0.521017841430928","Downscaler"
"0.300303850938313","Downscaler"
"0.23089218790594","Downscaler"
