"MSE","Model"
"0.147127108639133","Meld"
"0.142648284441349","Meld"
"0.143084720944184","Meld"
"0.160800952226844","Meld"
"0.124019246576041","Meld"
"0.140598360500466","Meld"
"0.15697637903463","Meld"
"0.147994000898103","Meld"
"0.148690863782405","Meld"
"0.155065785099469","Meld"
"0.14873004642576","Meld"
"0.136717167783917","Meld"
"0.148576748930269","Meld"
"0.125345549839224","Meld"
"0.136333170324451","Meld"
"0.147050754817943","Meld"
"0.153769112972703","Meld"
"0.138643461576207","Meld"
"0.137692963247591","Meld"
"0.124923099753682","Meld"
"0.145684318697507","Meld"
"0.145686020566212","Meld"
"0.153376501777383","Meld"
"0.142439006471966","Meld"
"0.158387094318287","Meld"
"0.156669306077566","Meld"
"0.147009115542418","Meld"
"0.135384412424185","Meld"
"0.138443351552078","Meld"
"0.141190781063629","Meld"
"0.138244711458017","Meld"
"0.156065395361609","Meld"
"0.128852595477083","Meld"
"0.142465017720664","Meld"
"0.142613123596293","Meld"
"0.131995746622757","Meld"
"0.139552331429858","Meld"
"0.151608637492358","Meld"
"0.13653928192259","Meld"
"0.149380655727173","Meld"
"0.13890146667219","Meld"
"0.129953096926076","Meld"
"0.140352135244914","Meld"
"0.148504645077896","Meld"
"0.125253178246452","Meld"
"0.147710630369084","Meld"
"0.135632423753353","Meld"
"0.156122902825293","Meld"
"0.127434434513054","Meld"
"0.167252092456983","Meld"
"0.134739523929728","Meld"
"0.142006901022464","Meld"
"0.137613983809674","Meld"
"0.136384577009806","Meld"
"0.153855669113101","Meld"
"0.136971197938291","Meld"
"0.132048559376902","Meld"
"0.167195143269943","Meld"
"0.133860339263539","Meld"
"0.144190964043845","Meld"
"0.148247606572163","Meld"
"0.152300298591064","Meld"
"0.151721612353864","Meld"
"0.145198885373449","Meld"
"0.163365755909535","Meld"
"0.157223812791382","Meld"
"0.147410599705232","Meld"
"0.157433095493676","Meld"
"0.136380191708671","Meld"
"0.142508220578271","Meld"
"0.145713758015896","Meld"
"0.150654642067839","Meld"
"0.144116739475994","Meld"
"0.136237230611235","Meld"
"0.144051178706112","Meld"
"0.170274570216337","Meld"
"0.173357290105246","Meld"
"0.140440263808451","Meld"
"0.137614843013761","Meld"
"0.149144177779811","Meld"
"0.142255711723975","Meld"
"0.136181856090634","Meld"
"0.132930632308297","Meld"
"0.154218845625313","Meld"
"0.142288892707774","Meld"
"0.143461992664595","Meld"
"0.146097859096584","Meld"
"0.144997296616883","Meld"
"0.154444619546545","Meld"
"0.121610442088104","Meld"
"0.14387078012113","Meld"
"0.158418554338178","Meld"
"0.162066763935073","Meld"
"0.139257100652524","Meld"
"0.146629279754487","Meld"
"0.131734219423523","Meld"
"0.136738503210465","Meld"
"0.120063203012611","Meld"
"0.181062732152511","Meld"
"0.156288029384704","Meld"
"0.380112185669225","Downscaler"
"0.309171623882291","Downscaler"
"0.314112355317446","Downscaler"
"0.314428365468891","Downscaler"
"0.253767587437077","Downscaler"
"0.353798485020388","Downscaler"
"0.278263068217876","Downscaler"
"0.316575167477824","Downscaler"
"0.341327542075814","Downscaler"
"0.295438877784865","Downscaler"
"0.259889623667567","Downscaler"
"0.25222967253691","Downscaler"
"0.335370982296932","Downscaler"
"0.26675735023414","Downscaler"
"0.349661633623699","Downscaler"
"0.268587632835322","Downscaler"
"0.34716066763549","Downscaler"
"0.287170481288835","Downscaler"
"0.275636317079557","Downscaler"
