"MSE","Model"
"3.66075525354601","Meld"
"2.60465202723169","Meld"
"2.29051597022577","Meld"
"2.44218674414419","Meld"
"3.11391185368499","Meld"
"2.50121405986049","Meld"
"3.28433189370865","Meld"
"4.11941471937797","Meld"
"2.14065486029645","Meld"
"2.30795649098571","Meld"
"2.74947130991599","Meld"
"2.6370360038334","Meld"
"2.82723980772415","Meld"
"2.33101243789768","Meld"
"3.25554072088033","Meld"
"2.15834900301168","Meld"
"2.13874114611666","Meld"
"3.46954351010939","Meld"
"2.57344433529794","Meld"
"2.29420137612319","Meld"
"3.45323247183537","Meld"
"3.20818240956478","Meld"
"3.25175728738877","Meld"
"2.30679827313812","Meld"
"1.85428275183293","Meld"
"2.955641085203","Meld"
"3.40324676645128","Meld"
"2.53750419262309","Meld"
"3.38630079292277","Meld"
"2.99055886388255","Meld"
"2.39419441132582","Meld"
"2.68154614091609","Meld"
"2.53037468744852","Meld"
"2.55068633831219","Meld"
"3.71150098742757","Meld"
"3.557981704971","Meld"
"3.01770519320276","Meld"
"2.38428210517395","Meld"
"2.67432166297679","Meld"
"3.62482659132727","Meld"
"2.78269479644025","Meld"
"2.80348634373714","Meld"
"3.89570147167193","Meld"
"4.87324033614606","Meld"
"3.56130397643348","Meld"
"2.44612915509392","Meld"
"3.10414666674512","Meld"
"2.34423430805604","Meld"
"3.09660174640152","Meld"
"2.16846053475515","Meld"
"2.32231774342587","Meld"
"2.37903533540979","Meld"
"2.93098112162155","Meld"
"2.19626559241059","Meld"
"3.55456864886137","Meld"
"2.4401338407119","Meld"
"4.00740575118688","Meld"
"2.72522612404664","Meld"
"2.65817135359406","Meld"
"3.61482000916834","Meld"
"3.18052553056562","Meld"
"2.24435784588037","Meld"
"1.98417401073554","Meld"
"3.67343101203374","Meld"
"2.776262837532","Meld"
"2.16255931387214","Meld"
"3.52361321710281","Meld"
"3.91847384842425","Meld"
"2.71720638273325","Meld"
"2.06760772786124","Meld"
"2.47807008977085","Meld"
"2.52073003187063","Meld"
"2.83541588412977","Meld"
"3.74825845525247","Meld"
"3.19780484038827","Meld"
"2.67667545105903","Meld"
"3.06644024112271","Meld"
"2.5328007580131","Meld"
"2.60491705422047","Meld"
"3.04637090817058","Meld"
"2.4028101722369","Meld"
"2.63233778588583","Meld"
"2.41870573616522","Meld"
"3.69754167224918","Meld"
"2.75160257096993","Meld"
"2.97582302119777","Meld"
"2.6213768462461","Meld"
"3.37400317011177","Meld"
"1.8762451735823","Meld"
"2.50338051079454","Meld"
"2.54164998577353","Meld"
"2.62260258026079","Meld"
"2.74504037265802","Meld"
"2.32900821181523","Meld"
"2.65492118875574","Meld"
"3.16557563274755","Meld"
"2.33678665376489","Meld"
"2.59538007488379","Meld"
"3.00113359737196","Meld"
"2.838046713368","Meld"
"7.51400623740482","Downscaler"
"12.7700837115097","Downscaler"
"5.48558134578526","Downscaler"
"11.7595850363262","Downscaler"
"6.17450726251664","Downscaler"
"4.23855158540635","Downscaler"
"10.017842297349","Downscaler"
"6.13706090436437","Downscaler"
"5.92123414660574","Downscaler"
"3.39849017649703","Downscaler"
"6.29884806664479","Downscaler"
"3.08752072446462","Downscaler"
"5.53188859677603","Downscaler"
"9.01907231346669","Downscaler"
"5.07114146756041","Downscaler"
"5.33815533215887","Downscaler"
"7.08079739431247","Downscaler"
"6.13743098209413","Downscaler"
"4.81411674484506","Downscaler"
"6.19421361087249","Downscaler"
