"MSE","Model"
"0.942587868526359","Meld"
"0.900133182797149","Meld"
"0.939380798799411","Meld"
"0.877176138778766","Meld"
"0.908640569916419","Meld"
"0.896949335990331","Meld"
"0.937596761034561","Meld"
"0.916830987986124","Meld"
"0.923424173458509","Meld"
"0.903614595600193","Meld"
"0.919030804214247","Meld"
"0.861923942911537","Meld"
"0.878649975960445","Meld"
"0.896352362087891","Meld"
"0.905079509618236","Meld"
"0.939399932374357","Meld"
"0.92744596604037","Meld"
"0.923164938293919","Meld"
"0.954069949041905","Meld"
"0.934390991087937","Meld"
"0.896155347908841","Meld"
"0.907337557320002","Meld"
"0.903541861258108","Meld"
"0.956416716710961","Meld"
"0.927240887553889","Meld"
"0.961663598940811","Meld"
"0.938693790504142","Meld"
"0.985432865249852","Meld"
"0.98227060628707","Meld"
"0.951984232874229","Meld"
"0.884846528390342","Meld"
"0.920442050121507","Meld"
"0.901517616960483","Meld"
"0.963199430804212","Meld"
"0.910137298541311","Meld"
"0.958816368272386","Meld"
"0.925192787049938","Meld"
"0.982971197077004","Meld"
"0.901380772797902","Meld"
"0.952030455298565","Meld"
"0.937155868324488","Meld"
"0.866272755567519","Meld"
"0.912073143683919","Meld"
"0.983707756819853","Meld"
"0.919705661260506","Meld"
"0.914972691778063","Meld"
"0.982107450360163","Meld"
"0.895418655500175","Meld"
"0.935596030137066","Meld"
"0.914051335522622","Meld"
"0.918773291733948","Meld"
"0.943277632981152","Meld"
"0.939173381378955","Meld"
"0.979078277698111","Meld"
"0.950732998244512","Meld"
"0.986860100452142","Meld"
"0.875879989671968","Meld"
"0.916006543139976","Meld"
"0.920221827503974","Meld"
"0.941117696050627","Meld"
"0.889215931471663","Meld"
"0.92103048550714","Meld"
"0.921282603574336","Meld"
"0.903633826373642","Meld"
"0.933780432445611","Meld"
"0.865677025700903","Meld"
"0.906516484766355","Meld"
"0.934348090709938","Meld"
"0.960617709589277","Meld"
"0.96397898137134","Meld"
"0.924482483052066","Meld"
"0.915821149995151","Meld"
"0.91737754883542","Meld"
"0.939759152904166","Meld"
"0.951573775729166","Meld"
"0.862124544509086","Meld"
"0.931894725559962","Meld"
"0.883537260610705","Meld"
"0.927142418847373","Meld"
"0.961038828702755","Meld"
"0.920312498023231","Meld"
"0.941358845334289","Meld"
"0.925023474646659","Meld"
"0.895882190802129","Meld"
"0.918159752817572","Meld"
"0.930680005043305","Meld"
"0.918247475128424","Meld"
"0.922601053463049","Meld"
"0.926309040474384","Meld"
"0.964958601533159","Meld"
"0.889918554891884","Meld"
"0.920151030446259","Meld"
"0.923917229536328","Meld"
"0.982784754167476","Meld"
"0.929347587164267","Meld"
"0.912145006933781","Meld"
"0.898911307765718","Meld"
"0.921773628310461","Meld"
"0.901300441903937","Meld"
"0.899634104136078","Meld"
"1.26073155089456","Downscaler"
"1.06495573778384","Downscaler"
"1.13194900507499","Downscaler"
"1.33098870883942","Downscaler"
"1.23304105895583","Downscaler"
"0.940275270678897","Downscaler"
"1.27843387657475","Downscaler"
"1.10444836913431","Downscaler"
"1.16725114771571","Downscaler"
"1.01904441649163","Downscaler"
"1.42734710256978","Downscaler"
"1.15374995340211","Downscaler"
"1.32982209837735","Downscaler"
"1.11040681003945","Downscaler"
"1.43598786891853","Downscaler"
"1.29725801215054","Downscaler"
