"MSE","Model"
"7.80309029256553","Meld"
"6.85808290113651","Meld"
"7.84336771786064","Meld"
"5.39460239216856","Meld"
"6.5750784756129","Meld"
"8.1484530043422","Meld"
"7.59984089932433","Meld"
"7.25769115119309","Meld"
"6.84497090306023","Meld"
"5.58676092805236","Meld"
"7.02725900021495","Meld"
"8.11341011085122","Meld"
"7.16216692865812","Meld"
"6.50125875711871","Meld"
"7.10173040375079","Meld"
"5.61139686747027","Meld"
"6.3201415740171","Meld"
"6.58226950247991","Meld"
"6.75607182651905","Meld"
"7.36942144223691","Meld"
"7.95171793688323","Meld"
"6.16426154636198","Meld"
"8.44136222161595","Meld"
"7.3288056512898","Meld"
"6.6731621072219","Meld"
"6.25795256873559","Meld"
"7.30162271362787","Meld"
"6.94218882645791","Meld"
"7.18838374947585","Meld"
"7.46182755256046","Meld"
"7.89370757034724","Meld"
"7.59606243636545","Meld"
"7.65091353504506","Meld"
"8.29990720355","Meld"
"8.15697638226807","Meld"
"8.36014460799808","Meld"
"6.69506040875185","Meld"
"8.18756827212646","Meld"
"8.29186188492049","Meld"
"6.8107022267101","Meld"
"7.63273540444907","Meld"
"7.11589775409574","Meld"
"7.57272312960325","Meld"
"5.93934318131788","Meld"
"6.64056064393078","Meld"
"8.29054564828701","Meld"
"6.3878916018796","Meld"
"8.22357794613453","Meld"
"8.45532194530116","Meld"
"8.10199550279217","Meld"
"6.58739519300206","Meld"
"7.32259997159411","Meld"
"5.83284234084069","Meld"
"6.36197422880461","Meld"
"7.02298207671351","Meld"
"6.61015293703843","Meld"
"7.30903124675393","Meld"
"7.10059438163232","Meld"
"6.21006128378891","Meld"
"7.84567292885036","Meld"
"6.22519555921101","Meld"
"7.65401060755782","Meld"
"7.22194520262873","Meld"
"5.92295422572077","Meld"
"7.51311028799778","Meld"
"7.35481475821251","Meld"
"8.11901604369322","Meld"
"6.65486786673169","Meld"
"5.92888175379773","Meld"
"6.49819599591784","Meld"
"6.14223543120167","Meld"
"5.75633938585147","Meld"
"7.14268628258321","Meld"
"7.43637571647244","Meld"
"6.68751825052746","Meld"
"7.89632392148433","Meld"
"7.46496126146182","Meld"
"6.89567056290024","Meld"
"7.07885228079914","Meld"
"6.47806125044105","Meld"
"8.48142027944109","Meld"
"9.06596102070912","Meld"
"6.68594385357428","Meld"
"6.56551938016297","Meld"
"6.67095612130499","Meld"
"7.7203128161427","Meld"
"7.79788949922816","Meld"
"7.35969766445992","Meld"
"6.35289189389876","Meld"
"5.25568267104416","Meld"
"3.85959260453756","Meld"
"6.85697680456765","Meld"
"6.8102651994189","Meld"
"7.54078425835503","Meld"
"6.1468986294174","Meld"
"6.3097022864077","Meld"
"7.0187925892445","Meld"
"7.17163127621437","Meld"
"7.17100161539312","Meld"
"6.72016044543838","Meld"
"8.76237418753506","Downscaler"
"7.22373597682775","Downscaler"
"8.73408342483536","Downscaler"
"6.41208602124021","Downscaler"
"7.39661296077189","Downscaler"
"7.79355935756982","Downscaler"
"7.83969404996427","Downscaler"
"7.6249732573307","Downscaler"
"7.40500819325891","Downscaler"
"6.80474822277064","Downscaler"
"7.04692699387601","Downscaler"
"9.19788137731012","Downscaler"
"8.33268548189947","Downscaler"
"7.8876492985676","Downscaler"
"7.72110397296207","Downscaler"
"6.39779575610053","Downscaler"
"6.56346300472698","Downscaler"
"7.50361800463237","Downscaler"
"7.70354367912201","Downscaler"
"7.70434342869785","Downscaler"
"8.13276821093757","Downscaler"
"7.11534887331155","Downscaler"
"8.79154875420129","Downscaler"
"7.54658873742701","Downscaler"
"7.33317517732637","Downscaler"
"6.77218953573133","Downscaler"
"8.35559712700529","Downscaler"
"7.49897009906072","Downscaler"
"7.40022505477994","Downscaler"
"7.97425169782245","Downscaler"
"9.06485199964901","Downscaler"
"7.87415877213653","Downscaler"
"8.25643918234106","Downscaler"
"9.20972831936847","Downscaler"
"8.72600963838783","Downscaler"
"8.5549061880077","Downscaler"
"7.55987874177017","Downscaler"
"9.7294302032014","Downscaler"
"8.61277174406738","Downscaler"
"7.13368928324161","Downscaler"
"8.93082224420529","Downscaler"
"8.35988815653526","Downscaler"
"7.58990688996107","Downscaler"
"6.75164051155293","Downscaler"
"7.345149935392","Downscaler"
"8.71856551655741","Downscaler"
"7.26676063333301","Downscaler"
"8.58013005809861","Downscaler"
"10.4868332394705","Downscaler"
"7.8481511212263","Downscaler"
"7.15951249528394","Downscaler"
"8.24045049788632","Downscaler"
"6.38627474205935","Downscaler"
"7.32503166872498","Downscaler"
"8.19489457961338","Downscaler"
"7.74674651027975","Downscaler"
"8.2997670701584","Downscaler"
"7.55010565879131","Downscaler"
"7.24603032877353","Downscaler"
"8.91632786999253","Downscaler"
"7.1300136826766","Downscaler"
