"true","meld","down"
8.2390478928006,7.81726495273954,8.21661347998569
7.61138263813702,7.5207010250353,8.11545765603406
7.19625047089812,7.17329770627723,7.88249803848587
6.77725095507125,6.75367531950658,7.55935924781164
5.89272142598566,6.24467202700813,6.92941802630549
4.79405276611064,5.50326358171082,6.16829979772928
3.98306951051823,4.92154092230508,6.55991126803771
3.74443356792182,4.82419766437178,6.74881527278312
4.27497161324536,5.04062865087377,6.86759957538097
5.47792982810575,5.65632361312318,6.92315888732452
6.89893035038061,6.83467909583414,9.27061289528294
8.17791245164688,7.95629808448205,9.27112377613981
9.1871516625087,8.84955549820608,9.2711462745283
9.92192824573594,9.46302750497852,9.27137716775754
10.4435618201349,9.80760559509417,9.27999179944246
10.5673457813193,9.87374955701686,9.86273103431419
10.0093201627627,9.80282313916134,9.86728275935965
9.15830309641568,9.59802486356,9.86751744543938
8.73444255021595,9.32278792250114,9.86569190877266
8.65142064008502,9.02273859119502,9.86295000352383
8.4100366999601,8.817920255739,9.95167515838812
8.1568149030687,8.80410110633437,9.95933050928837
8.27132833363629,9.09962548708171,9.97261073110403
8.70898772760955,9.59972386251478,9.9854255412976
9.3213765381991,10.2616142982435,10.0051413459264
10.0054841051176,11.0818880381896,12.7510334111923
10.6985345868632,11.828128233256,12.8193598204345
11.651171185153,12.4659435439597,12.9384510922432
12.8528091772757,12.8045935756047,12.9797478675918
13.490359847763,12.8172802355686,12.8259766884452
13.2352456930819,12.4999371452328,13.1019923431106
12.9685086976656,12.3217962173819,12.8590405917845
13.0974534880352,12.4906155373424,13.1528227574981
12.9532973478734,12.5153271283853,13.3079244972155
12.4399964752497,12.3685416992282,13.3099107881841
12.1201560447635,12.1073539494381,11.43109143677
11.8308008634887,11.79325000225,11.4152009227751
11.2220617523541,11.394842203746,11.4068419662412
10.760949821761,10.9166140962288,11.4021067941755
10.7263973504838,10.3779100160039,11.3959998642925
10.561148538908,9.88125394066803,10.5543859977415
9.99360173072164,9.64214125033387,10.5556913698641
9.49306751343688,9.63027630045266,10.5726180927144
9.50773052694275,9.93481952700648,10.5845315588051
10.0958641283685,10.5929062828957,10.6002431926307
10.9753979269781,11.4098039609579,13.1321793397817
11.7087654584526,12.1904833901397,13.1500411163778
12.1893561795834,12.7832576151876,13.1770532331934
12.5897229282287,13.141071715947,13.2097399773335
12.8016324995816,13.3363848129398,13.2287257442713
7.86098988884403,8.02929589954529,8.21239760227663
7.44739942382985,7.73834361621984,8.09397196699083
7.30349367117228,7.40094913760482,7.82900456734097
7.02823029038591,6.99780978025738,7.42708336782215
6.40385991444822,6.50568556771105,6.8294573007958
5.63174459640354,5.7162338465728,6.14335588781365
4.97418600217556,5.09726091940032,6.5472739061667
4.63365120685572,4.79950547321989,6.73967695866026
4.75955265371157,5.08406229182784,6.86100222159864
5.50465326823297,5.80769465356809,6.9157748798095
6.85899909540251,6.97300774570772,9.26393877302329
8.21671961999565,8.05474638339683,9.25796698864589
8.9053898855193,8.85307132853356,9.23063237089824
9.27367072833791,9.44116427401623,9.23562763814043
9.94972004438385,9.78741927608772,9.25101503889104
10.4056189009194,9.91332485548889,9.84423978528976
