"true","meld","down"
10.19865609862,10.7046882373268,11.0828688870447
10.3425618380634,10.7284469030184,11.097165376605
10.4347655793002,10.7253185052014,11.1114361165932
10.7098157278134,10.6744223391821,11.1409597533045
10.4178008322978,10.5816315645103,11.1832823172161
10.0053285112799,10.4486281413656,11.2347117291103
10.0246118906261,10.2908137466488,11.2852814599087
9.91342029497808,10.1377970847858,11.3223443334937
10.8639061606858,9.98461281122474,11.3453349195347
9.9444501331903,9.84061455962887,11.3552980395744
9.07339815545931,9.70129758361692,11.3458243586368
8.88471131584976,9.57989115793321,11.3199935450456
8.84557658085472,9.48274386326053,11.2792448510215
8.62850102899262,9.38477629261753,11.2125795234882
8.51383451339458,9.29924520125728,11.1266258638446
8.03418191473424,9.23288797806152,11.0227265905529
9.11012902979944,9.17820751345549,10.8914056283003
8.86221890786876,9.12472164665787,10.728712498262
8.51040945364114,9.07044191123195,10.5673109767251
8.39788835622166,9.03389829451448,10.3709207460504
8.23609812750591,8.99479977634489,10.1646383206495
8.75520528323461,8.96372769701788,10.0065611437853
9.99876743577817,8.96927353206443,9.90100536342939
10.6622598273543,9.03049910306564,9.95162462493978
10.5385645929029,9.17339806529179,10.1795383485957
11.2248939303259,9.36039332445202,10.519508336283
11.4573090249881,9.57764082059512,10.884938362978
12.3290383477303,9.80050742779916,11.2178731038149
12.7384744909421,10.0327303676166,11.553459475878
11.8010361051619,10.2436001714262,11.8452541670664
11.4987609189739,10.4435881971013,12.1039315037471
11.4459888841837,10.6023052567706,12.3150469913023
10.891051814699,10.7626920347022,12.4960311751053
11.1596879097217,10.9028373408417,12.6568568027884
10.2999458760532,11.0331944310474,12.7956311401956
10.04025783811,11.1562218956546,12.9186051880071
9.79819615456152,11.2711138748463,13.0275861877627
9.79250385838679,11.4070460019,13.138106439835
10.0598848946863,11.5550227074105,13.2512191928559
11.4396391107116,11.7274912688092,13.3715555001746
11.9853709759468,11.9202190233412,13.5019938645108
12.5182727813687,12.1510897804962,13.6468896278997
11.4773554796699,12.3978980475284,13.7982703789896
11.59248973623,12.6653135264756,13.9508581268328
12.4793498047816,12.9247355727218,14.0969660630335
12.9589074622899,13.1690101094135,14.2276693566446
12.7160387260654,13.3792651039532,14.3322588630033
