"true","meld","down"
10.1351284986186,10.0661994029556,15.374970056945
8.05980119339207,10.1103778961633,15.2642887537394
9.70505007084303,10.1557214130176,15.1520584621264
4.98413670976521,10.1986119677436,15.0387669095979
12.9917707806166,10.2285998293729,14.9238065327502
9.83371132549244,10.1307610791601,14.8147724996938
8.72169919966376,10.1065580128133,14.6985867786878
8.6009954898801,10.1910442396419,14.5819644596464
11.2815858952374,10.2501324966808,14.464423030918
9.35918446379148,10.3010748478543,14.3480278311133
8.88364522812098,10.5237276158828,14.9308904580341
8.46907285582667,10.6986626651375,14.8146891985227
8.2024684488132,10.7253521723812,14.7022617321478
12.7438087820382,10.8354943634081,14.5904549680452
12.6079865548566,11.0024200956675,14.4800849527198
11.4250329711379,10.4902614191664,14.008484791841
13.7976490013678,10.416769246735,13.9003715565144
10.8356774030179,10.3992435575347,13.7912449402105
10.0821903462465,10.6255036765271,13.6811515969871
7.67645460559806,10.7256427780279,13.5685689016283
9.70963104523636,11.0036276760703,14.1255506045262
11.3489055868041,11.0303523750151,14.0187324428671
12.5278878411315,11.0401900134104,13.9178452918304
12.0640557071931,11.0759037130041,13.8187552656823
7.89226149152238,12.4560891797737,13.7153087381094
10.1514017390332,12.1551497903154,15.0824876051113
14.6115511783979,12.2934001543669,14.9744965476879
13.727360429935,12.9766222851609,14.8599220976535
15.9576264081196,12.6934597756602,14.743829871205
11.8776615321139,12.3658574645671,14.6256193217709
12.468994551224,11.3099043598631,13.1311040907337
10.4456171839783,11.2520467155646,13.0196527904949
10.3660352066975,11.2836940382087,12.9129901922366
9.85540288031381,11.3335707078057,12.8125720908621
10.8349497871058,11.4141968883817,12.7147062119698
13.9259330077465,11.6086190789792,13.0031012621457
7.4344074539682,11.6498224739587,12.917925353448
11.2498946314267,11.7152808351507,12.8335191201993
13.0766692896582,11.728704645467,12.749670781115
13.5170776028545,11.761605416307,12.6686442232953
13.7159222809391,11.6340633797803,12.5014279339744
11.268908377301,11.5863534323248,12.4184199615429
17.151159805527,11.5731281568935,12.3364829171149
10.2317734283323,11.6697555043535,12.2510679490212
12.6448397416753,11.7321401869602,12.156661410613
11.494988145613,11.8377632871429,12.3053141795871
10.6837359339554,11.869790931768,12.1958513506499
9.72752612255178,11.9018621989907,12.0847497285759
13.1299583476427,11.9640007948545,11.9748623424865
12.426386994473,11.9812304166372,11.8657023470653
12.8546169279577,10.0699112366165,15.3782428748418
8.64880200884947,10.1137076541777,15.2667357755361
8.26863838909975,10.1571683519233,15.1539362892369
7.97562681148158,10.1962965454694,15.0393858025253
9.5079607587466,10.2247107583436,14.923150022718
9.40172343416036,10.053611113255,14.8124062353675
8.20500326466843,10.0995835427666,14.6934862242047
10.9073562416163,10.1311537640977,14.5737198349916
7.90034796427411,10.1967778878317,14.4539275872025
9.70896026076303,10.2713690694697,14.333839167612
12.1129158076082,10.7005778216662,14.9126990024868
10.2420629798196,10.7800256595712,14.7943865103346
10.7502950738586,10.8256149090556,14.6789940802565
9.93514929416273,10.8632971274201,14.5669132361029
10.7942761616691,10.8053769100444,14.4574643317835
11.321181368074,10.4865100477936,13.9888872585039
11.3596561991128,10.4465963910356,13.8808183834687
12.6316623191885,10.5108217912604,13.7708497710349
11.6579040229709,10.539839283213,13.6580745126481
10.026114011794,10.5986601807919,13.5405145658515
9.1765601996344,10.9659006244529,14.0865432843165
11.3209198238492,11.0329391859748,13.9816858891714
10.2696744401211,11.066042376877,13.8829217543594
16.9527626941015,11.0972018268737,13.7925737964976
12.2706578568284,11.2211061262796,13.6996774473605
13.8439219466551,11.6657072191478,15.0647768060577
15.322342199632,12.2288420779827,14.9557017319608
15.3081093812426,12.5952969203408,14.8389542524
13.8119992383998,12.7594932003491,14.7159455020429
12.0453446002154,12.3121397843644,14.591328179093
11.248857266734,11.3192954137109,13.092718565609
10.2183333015154,11.234721983425,12.9743715508236
13.0175422179366,11.269315961648,12.8651299997001
13.5633444652646,11.3236158778284,12.7614396933814
11.0932585133187,11.3829167039884,12.6710390514579
9.38354637259276,11.5728615251792,12.9660477372936
12.8707319575875,11.6831340974257,12.8847424359378
11.1576330465054,11.751333429502,12.8088470838381
11.3146143747768,11.7694682125383,12.730354430788
11.9681610284627,11.7828379971748,12.6536739099247
9.50695120670188,11.5751729158356,12.4922623691645
9.78282732468302,11.5783767922323,12.4139016166833
10.4940500444548,11.6128461306107,12.3371060755985
11.1833374770312,11.7169150526679,12.2619527491452
12.9040276295821,11.9488391128495,12.1784513052009
11.0860205094418,11.8125479839859,12.3153280266735
13.4876013671614,11.8491737417427,12.1997029839222
10.2410931002995,11.8866820436763,12.0867334150408
11.141399947491,11.9310786481753,11.9759122006171
12.6405369118412,11.9887066295446,11.8658654664801
12.3010265309103,10.0751924320754,15.3828759007661
11.7084391278623,10.116079077307,15.2709869167139
11.7129145962477,10.1555253194311,15.1567408425015
8.19776624045682,10.1964585584908,15.0407132326789
11.3867868146963,10.2239575754883,14.9231326641555
10.1863639241994,10.05490857249,14.8091013672418
10.8171039172974,10.0917924702562,14.6873822643671
8.07711816629547,10.1152145840117,14.5642855037681
