"mse_meld","mse_down"
4.1369059929266,4.13924310210562
3.4016310249758,3.63600462361424
3.83725588043574,4.00192870179557
3.85714572864462,4.17072944392698
3.9554656621102,4.1791500740624
4.09552858832466,4.24442834409057
4.03051431957889,4.35645032288624
3.49330970304351,3.68403210487078
3.73192533457852,4.04010535545788
4.03474544660291,4.10729873155343
3.74655067704892,3.87309247762634
4.10135416815965,4.10487755893351
4.05534000216252,4.21734489316734
3.97926735945683,4.08740111110621
4.03697487696909,4.29907075582815
3.5650955913583,3.5942521396474
3.48443984200618,3.60314613377966
3.96530403171652,4.09897450397844
3.87476765425344,4.06280304796568
3.59398410431313,3.68833298989598
3.66259753074708,3.81963954942169
3.97361298231553,4.39711787096835
3.97542119469668,4.07782672780129
3.62185808220768,3.67985572367906
3.91388334316678,4.37942516633937
3.56563505138679,3.64419703938356
3.96304593302712,4.07221424586797
3.79898720575428,3.9900601913746
3.99020811941187,4.28632793106379
3.70063045695949,4.18258789321806
3.59650893696715,3.94600447369737
3.75657778733329,3.80989510599265
3.66371144511341,3.67661180695556
3.67476518019772,3.77433012581547
3.96452409680796,4.7674276562364
3.6583308994429,4.30459972689176
3.78236260875915,4.51524313484794
3.92471087175039,4.12413484104755
3.53950586774236,3.59073026922905
3.79878371608743,3.86367342545544
3.49564635789283,4.032514448896
3.73084847695038,3.75441610437067
4.01923255174035,4.09832256987703
3.8692395095463,4.08960592096745
3.72299843517455,3.79797646511823
4.10058460931607,4.36057344661391
3.94545339509362,3.99478243621739
3.84520047610399,3.96969234933251
4.13352536888863,4.1911070910212
3.83592008423348,3.74877286331305
3.76520270531864,3.82751988231187
3.85931770535937,4.05292881646852
3.67078480390749,3.96245080822418
4.16584355500198,4.27167633587683
3.58540427400289,3.96413639481791
3.9550842360147,4.39340838921035
3.86858521149257,4.18740751313856
3.97060890264857,4.07607384822809
3.83075065054513,3.95461255266484
3.61631885609787,3.61706200213281
3.74973436792793,3.94414871230532
3.8911591427604,3.92601222492472
3.89381503639391,4.42904567995227
4.19734735166502,4.52433777663727
3.57319518429151,3.60966526247843
3.68332413887161,3.75364612915401
3.72945683639279,4.01214378507353
4.12026395652648,4.13986744902737
3.90982857148473,4.16188211685222
3.75843639598522,3.93292004615431
4.17043336848808,4.66919823858159
3.78945224188846,3.87591827488271
4.04900708609068,4.47999933376653
3.65701121298519,3.70965731665585
3.7635607908426,4.15563772979823
4.05816843392282,4.44630365620291
4.35023879339043,4.55732152385346
3.66246219531122,3.80531227173104
3.88416519117178,4.10529302485727
4.08249147022747,4.11743074557821
3.74572759490086,3.99189909006541
3.76090645535828,3.99207453007172
3.93093531698483,4.17851101101268
3.92169520586408,4.01451127233791
4.20578213867617,4.26021837652254
3.5991222071408,3.63083847816513
3.6570869515055,3.70262708728232
3.96401164915137,4.23532163054446
3.61487236632187,3.71964839172827
3.37564777795469,3.61170640181255
3.88641654212328,3.98645358628021
3.82150395072346,3.88222320626736
4.15811264182155,4.3856143618123
3.54204422184791,3.62944427833869
3.68608467191786,3.72792885821859
4.04000899059674,4.23189848004031
3.79249588617992,3.89672950192477
3.44060340257419,3.52840159260191
3.93610185268735,4.21922555790115
3.67402113846869,3.79052155206891
