"mse_meld","mse_down"
3.08337893542448,3.27363446168731
3.13742959879929,3.45770447485439
3.06383885124372,3.47478188987602
2.67971536195843,2.95208254795381
2.98455995713833,3.2553842185671
3.10536034181967,3.32047183341301
3.0413896206696,3.24566548291171
3.14622269918013,3.33355541355928
2.95315818619356,3.17388008611128
2.77660341857469,3.0056866052997
3.09906723442579,3.32551037832344
3.21099173255662,3.2578853932151
3.04235169821917,3.28671909930356
3.10539109253255,3.45217263459403
3.13508406218161,3.38635835016429
2.93499791449741,3.1425766813439
2.95325817892814,3.10799347512032
2.98562148740407,3.20930345387539
3.37322335006516,3.40205228429325
2.79015029904581,3.37442535892753
3.10555264885032,3.2824005005011
2.9453590174136,3.11435233918518
3.17588167105341,3.55505447568952
3.09343156103217,3.406351142506
3.03342821488075,3.34249864199115
2.92334606606118,3.00407218352033
2.80745058492922,3.02423606658132
2.99414309834886,3.35311021458531
3.09802012736184,3.21686473232097
2.90722715178233,3.57558447366076
3.14090441786946,3.42279616962477
3.2446429504196,3.29639505937139
3.1083388314691,3.36514756849806
2.72959821257903,2.87281304886535
3.07308488615109,3.20259738706603
2.93618349747398,3.18814781082051
3.01094532127196,3.26167069778219
3.11331432884363,3.24843847042463
3.00145302636492,3.20400124671516
2.79065452784303,3.03533504980714
3.0273128675232,3.15255279694828
3.14945789942285,3.35160805052506
3.17573682756353,3.34569238151308
2.95564619379024,3.06410591911478
2.7255610851509,3.40302816780258
3.12723202668749,3.2069713507526
3.14584686752636,3.43218350513445
3.18098486651513,3.4634500381766
2.99850287462723,3.15448911497816
2.98838303097359,3.32227983661327
3.17537483685982,3.31913380260838
3.1352806922897,3.52195784277266
3.03564756965121,3.26009028813685
3.06074637136727,3.31992184204738
3.15983783318315,3.3718383281163
2.84912294841212,3.08158057157298
3.16491554477803,3.51062961597207
3.01693912550594,3.23871406371477
3.07690558725495,3.33298050628735
3.18494652788258,3.39925240945783
2.98314929193035,3.38437484645561
3.24385845804864,3.51647280518437
2.9422919295149,3.46434972682428
2.92761518010603,3.21959591627533
3.29711256155129,3.56551445872697
3.04286643368943,3.30985694001385
2.91119231890405,3.07639484922446
3.03863271784062,3.48761784219131
3.33266381149221,3.36610492754172
3.02663697210733,3.39046654268687
3.16021576614972,3.58014391596461
3.04032340760649,3.26780882517244
2.87144418690648,3.31384809440404
3.2497026697137,3.42774058181438
2.90741638653581,3.01481754277317
2.83272041389176,3.02953500326893
2.89034782034234,3.28208381753289
3.14071388196232,3.25675589428779
3.13918106516909,3.48170938409176
3.10096577498186,3.46964449414573
2.89262477823584,3.1373132241684
2.97845717413175,3.58093107850492
3.16214826804451,3.37279830631774
3.07467817727193,3.33418461698934
2.90839247690992,3.3422709354754
3.05914718743664,3.37938169161713
3.02187399990989,3.28711693152125
3.02774865656422,3.27280896658748
3.15171499354361,3.27374206038984
3.02566598027828,3.26345788994377
2.8797862843748,3.16277339364813
3.0202878745002,3.30598630856957
3.3493218243745,3.7704925683804
3.05693516232932,3.30696154006641
3.10784280470098,3.51051005125205
3.20310254150192,3.6700890878136
3.14426263708076,3.50535038059201
3.14629933775208,3.4534395384567
3.02723576973462,3.09446325939789
2.87920270446835,3.04999949390064
